VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-02-01 00:00:55,2016-02-01 00:10:43,1,1.69,-74.001075744628906,40.729171752929688,1,N,-73.988815307617188,40.722011566162109,1,8.5,0.5,0.5,2.94,0,0.3,12.74
2,2016-02-01 00:00:57,2016-02-01 00:05:05,1,1.41,-73.979316711425781,40.756324768066406,1,N,-73.965713500976563,40.771404266357422,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2016-02-01 00:01:03,2016-02-01 00:24:48,1,6.53,-73.961082458496094,40.764701843261719,1,N,-73.98504638671875,40.692928314208984,1,22.5,0.5,0.5,4.76,0,0.3,28.56
2,2016-02-01 00:01:03,2016-02-01 00:08:17,1,3.42,-74.008270263671875,40.707698822021484,1,N,-73.974281311035156,40.731739044189453,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,2016-02-01 00:01:03,2016-02-01 00:17:47,2,3.43,-74.003189086914063,40.720539093017578,1,N,-73.971481323242187,40.757511138916016,1,14.5,0.5,0.5,3.16,0,0.3,18.96
2,2016-02-01 00:01:04,2016-02-01 00:09:01,1,1.58,-73.973312377929688,40.782741546630859,1,N,-73.973686218261719,40.797569274902344,1,8,0.5,0.5,1,0,0.3,10.3
2,2016-02-01 00:01:06,2016-02-01 00:15:30,5,4.15,-73.952629089355469,40.677135467529297,1,N,-73.998786926269531,40.714351654052734,1,15.5,0.5,0.5,3.36,0,0.3,20.16
2,2016-02-01 00:01:15,2016-02-01 00:10:52,5,2.61,-73.987754821777344,40.737983703613281,1,N,-74.011993408203125,40.707279205322266,1,10,0.5,0.5,1.5,0,0.3,12.8
1,2016-02-01 00:01:27,2016-02-01 00:06:13,1,1.80,-74.006622314453125,40.74407958984375,1,N,-73.994644165039062,40.765842437744141,2,7,0.5,0.5,0,0,0.3,8.3
2,2016-02-01 00:01:30,2016-02-01 00:16:40,1,3.18,-73.987655639648438,40.765270233154297,1,N,-73.998435974121094,40.726016998291016,1,13,0.5,0.5,2.86,0,0.3,17.16
2,2016-02-01 00:01:30,2016-02-01 00:09:35,1,1.98,-73.993186950683594,40.741298675537109,1,N,-73.996406555175781,40.721969604492188,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2016-02-01 00:01:31,2016-02-01 00:06:10,1,1.02,-73.977607727050781,40.753826141357422,1,N,-73.9912109375,40.750095367431641,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2016-02-01 00:01:37,2016-02-01 00:23:17,1,5.59,-73.979339599609375,40.752460479736328,1,N,-73.912139892578125,40.773849487304688,1,20,0.5,0.5,4.26,0,0.3,25.56
2,2016-02-01 00:01:42,2016-02-01 00:07:29,1,1.56,-73.961212158203125,40.764690399169922,1,N,-73.982490539550781,40.764991760253906,1,6.5,0.5,0.5,1.5,0,0.3,9.3
2,2016-02-01 00:01:49,2016-02-01 00:04:08,2,.29,-73.996017456054687,40.746910095214844,1,N,-73.99700927734375,40.744888305664062,2,3.5,0.5,0.5,0,0,0.3,4.8
2,2016-02-01 00:01:53,2016-02-01 00:24:54,1,7.21,-74.004508972167969,40.730438232421875,1,N,-73.914657592773438,40.765918731689453,1,22.5,0.5,0.5,5.95,0,0.3,29.75
2,2016-02-01 00:01:58,2016-02-01 00:06:23,1,.79,-73.9970703125,40.732536315917969,1,N,-73.986045837402344,40.726303100585938,1,5,0.5,0.5,0.94,0,0.3,7.24
2,2016-02-01 00:02:00,2016-02-01 00:10:29,1,1.11,-73.9691162109375,40.769630432128906,1,N,-73.964469909667969,40.767318725585938,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2016-02-01 00:02:08,2016-02-01 00:21:39,2,10.70,-73.788902282714844,40.646389007568359,1,N,-73.709320068359375,40.725711822509766,1,30,0.5,0.5,9.39,0,0.3,40.69
2,2016-02-01 00:02:23,2016-02-01 00:15:12,1,3.05,-73.941307067871094,40.787830352783203,1,N,-73.946739196777344,40.819648742675781,1,12,0.5,0.5,2.66,0,0.3,15.96
2,2016-02-01 00:02:29,2016-02-01 00:12:37,1,2.15,-74.003700256347656,40.732418060302734,1,N,-73.980781555175781,40.744869232177734,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2016-02-01 00:02:33,2016-02-01 00:27:03,1,9.52,-73.998497009277344,40.729640960693359,1,N,-73.988037109375,40.621360778808594,2,28.5,0.5,0.5,0,0,0.3,29.8
2,2016-02-01 00:02:43,2016-02-01 00:26:34,1,8.60,-73.998664855957031,40.729736328125,1,N,-73.948585510253906,40.823951721191406,1,27,0.5,0.5,5.66,0,0.3,33.96
2,2016-02-01 00:02:50,2016-02-01 00:14:50,4,3.23,-74.005897521972656,40.731590270996094,1,N,-73.991539001464844,40.76776123046875,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,2016-02-01 00:02:59,2016-02-01 00:13:04,1,2.80,-73.993011474609375,40.734809875488281,1,N,-73.991783142089844,40.764480590820312,1,10.5,0.5,0.5,2.36,0,0.3,14.16
2,2016-02-01 00:03:05,2016-02-01 00:13:57,6,2.52,-73.973442077636719,40.754547119140625,1,N,-74.004264831542969,40.742225646972656,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2016-02-01 00:03:17,2016-02-01 00:15:34,1,3.56,-73.973030090332031,40.761123657226563,1,N,-73.914588928222656,40.754913330078125,2,13,0.5,0.5,0,0,0.3,14.3
2,2016-02-01 00:03:34,2016-02-01 00:25:06,5,12.48,-73.971260070800781,40.757469177246094,1,N,-74.024337768554688,40.632499694824219,2,35,0.5,0.5,0,0,0.3,36.3
2,2016-02-01 00:03:40,2016-02-01 00:33:11,1,18.81,-73.777023315429687,40.645000457763672,2,N,-73.988578796386719,40.725780487060547,1,52,0,0.5,11.67,5.54,0.3,70.01
2,2016-02-01 00:04:11,2016-02-01 00:07:29,1,.69,-73.96044921875,40.71099853515625,1,N,-73.956657409667969,40.718860626220703,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2016-02-01 00:06:20,2016-02-01 00:24:24,1,9.64,-73.8638916015625,40.769889831542969,1,N,-73.95111083984375,40.692150115966797,1,28,0.5,0.5,5.86,0,0.3,35.16
2,2016-02-01 00:08:48,2016-02-01 00:08:48,5,18.53,-73.787956237792969,40.641483306884766,2,N,-73.996109008789063,40.7381591796875,2,52,0,0.5,0,5.54,0.3,58.34
2,2016-02-01 00:11:02,2016-02-01 00:31:29,5,8.83,-73.863449096679688,40.770179748535156,1,N,-73.960929870605469,40.797008514404297,1,26.5,0.5,0.5,6.67,5.54,0.3,40.01
2,2016-02-01 00:14:27,2016-02-01 00:20:45,1,2.12,-73.989616394042969,40.718837738037109,1,N,-73.961456298828125,40.714012145996094,1,8.5,0.5,0.5,1.2,0,0.3,11
2,2016-02-01 00:21:01,2016-02-01 00:21:01,1,16.40,-73.791526794433594,40.645339965820313,2,N,-73.969627380371094,40.753688812255859,2,52,0,0.5,0,5.54,0.3,58.34
1,2016-02-01 00:00:00,2016-02-01 00:06:47,1,.90,-73.981636047363281,40.728553771972656,1,N,-73.980484008789063,40.739547729492188,1,6.5,0.5,0.5,2.2,0,0.3,10
2,2016-02-01 00:00:00,2016-02-01 19:50:51,1,3.42,-73.953468322753906,40.767311096191406,1,N,0,0,2,12,1.3,0.5,0,0,0,13.8
1,2016-02-01 00:00:01,2016-02-01 00:03:16,3,.00,-73.949775695800781,40.662441253662109,1,N,-73.948249816894531,40.662582397460937,3,2.5,0.5,0.5,0,0,0.3,3.8
1,2016-02-01 00:00:03,2016-02-01 00:05:38,1,1.00,-73.968605041503906,40.754764556884766,1,N,-73.97711181640625,40.762531280517578,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2016-02-01 00:00:03,2016-02-01 00:03:59,1,.80,-73.976951599121094,40.747386932373047,1,N,-73.9869384765625,40.74481201171875,1,5,0.5,0.5,1,0,0.3,7.3
2,2016-02-01 00:00:03,2016-02-01 00:11:06,2,3.13,-74.003288269042969,40.727100372314453,1,N,-73.97119140625,40.755889892578125,1,12,0.5,0.5,2.66,0,0.3,15.96
1,2016-02-01 00:00:05,2016-02-01 00:18:34,1,9.40,-73.874481201171875,40.774009704589844,1,N,-73.964065551757813,40.802833557128906,2,26.5,0.5,0.5,0,5.54,0.3,33.34
1,2016-02-01 00:00:06,2016-02-01 00:15:47,2,9.80,-73.863166809082031,40.769973754882813,1,N,-73.956329345703125,40.767482757568359,1,27.5,0.5,0.5,6.85,5.54,0.3,41.19
1,2016-02-01 00:00:07,2016-02-01 00:04:36,1,.90,0,0,1,Y,0,0,1,5.5,0.5,0.5,1.7,0,0.3,8.5
2,2016-02-01 00:00:07,2016-02-01 00:22:20,6,12.10,-74.000106811523438,40.717788696289063,1,N,-73.935043334960937,40.844871520996094,2,34.5,0.5,0.5,0,0,0.3,35.8
2,2016-02-01 00:00:07,2016-02-01 00:04:33,3,1.19,-73.962623596191406,40.76123046875,1,N,-73.955459594726563,40.772590637207031,1,6,0.5,0.5,1.82,0,0.3,9.12
1,2016-02-01 00:00:08,2016-02-01 00:32:44,4,8.10,-73.992073059082031,40.759231567382812,1,N,-73.940010070800781,40.851451873779297,1,28.5,0.5,0.5,5,0,0.3,34.8
2,2016-02-01 00:00:08,2016-02-01 00:20:37,6,8.11,-73.982772827148438,40.735000610351563,1,N,-73.941932678222656,40.810409545898437,1,25,0.5,0.5,5.26,0,0.3,31.56
2,2016-02-01 00:00:09,2016-02-01 00:14:04,2,3.60,-73.999092102050781,40.717472076416016,1,N,-73.988548278808594,40.758827209472656,1,13,0.5,0.5,1,0,0.3,15.3
1,2016-02-01 00:00:11,2016-02-01 00:35:10,1,10.40,-74.00054931640625,40.729808807373047,1,N,-73.939407348632813,40.826812744140625,1,33.5,0.5,0.5,5,0,0.3,39.8
2,2016-02-01 00:00:12,2016-02-01 00:21:32,1,13.51,-73.873252868652344,40.774200439453125,1,N,-73.984519958496094,40.663429260253906,2,37.5,0.5,0.5,0,0,0.3,38.8
2,2016-02-01 00:00:12,2016-02-01 00:09:42,2,2.42,-74.000015258789063,40.738082885742188,1,N,-74.002189636230469,40.709262847900391,2,9.5,0.5,0.5,0,0,0.3,10.8
2,2016-02-01 00:00:12,2016-02-01 00:09:01,1,2.74,-73.975959777832031,40.759979248046875,1,N,-74.004531860351563,40.734718322753906,1,10.5,0.5,0.5,2.95,0,0.3,14.75
2,2016-02-01 00:00:13,2016-02-01 00:09:44,1,2.06,-73.983360290527344,40.738914489746094,1,N,-73.99017333984375,40.756881713867188,1,9,0.5,0.5,0,0,0.3,10.3
2,2016-02-01 00:00:13,2016-02-01 00:10:19,6,2.52,-73.993515014648437,40.721271514892578,1,N,-73.984527587890625,40.751056671142578,1,10,0.5,0.5,2.26,0,0.3,13.56
1,2016-02-01 00:00:14,2016-02-01 00:10:47,1,2.20,-73.990760803222656,40.750782012939453,1,N,-73.990196228027344,40.727336883544922,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2016-02-01 00:00:15,2016-02-01 00:01:53,1,.40,-74.001625061035156,40.727436065673828,1,N,-74.000869750976563,40.731983184814453,1,3.5,0.5,0.5,1,0,0.3,5.8
1,2016-02-01 00:00:15,2016-02-01 00:11:16,3,1.60,-73.932754516601562,40.752986907958984,1,N,-73.915565490722656,40.742576599121094,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2016-02-01 00:00:15,2016-02-01 00:10:05,1,3.40,-73.984283447265625,40.743328094482422,1,N,-73.950202941894531,40.779056549072266,2,12,0.5,0.5,0,0,0.3,13.3
1,2016-02-01 00:00:18,2016-02-01 00:09:53,1,1.50,-74.000930786132813,40.730865478515625,1,N,-74.010841369628906,40.720329284667969,4,8.5,0.5,0.5,0,0,0.3,9.8
1,2016-02-01 00:00:18,2016-02-01 00:06:29,1,1.30,-73.987159729003906,40.765941619873047,1,N,-73.991668701171875,40.751228332519531,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,2016-02-01 00:00:18,2016-02-01 00:05:37,1,1.40,-73.988517761230469,40.7459716796875,1,N,-74.000328063964844,40.730236053466797,1,6,0.5,0.5,0.1,0,0.3,7.4
2,2016-02-01 00:00:18,2016-02-01 00:27:01,2,18.66,-73.790496826171875,40.646591186523438,2,N,-74.004066467285156,40.729869842529297,1,52,0,0.5,10.56,0,0.3,63.36
1,2016-02-01 00:00:19,2016-02-01 00:09:14,1,1.50,-73.984268188476562,40.759693145751953,1,N,-73.974250793457031,40.761623382568359,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2016-02-01 00:00:21,2016-02-01 00:17:26,6,8.72,-73.870864868164062,40.773796081542969,1,N,-73.9537353515625,40.766559600830078,1,25,0.5,0.5,7.96,5.54,0.3,39.8
1,2016-02-01 00:00:24,2016-02-01 00:07:58,1,2.40,-73.962844848632813,40.762802124023438,1,N,-73.928268432617187,40.755771636962891,2,9.5,0.5,0.5,0,0,0.3,10.8
1,2016-02-01 00:00:24,2016-02-01 00:16:17,1,4.60,-73.95654296875,40.747447967529297,1,N,-73.986846923828125,40.770153045654297,1,16.5,0.5,0.5,3.55,0,0.3,21.35
2,2016-02-01 00:00:24,2016-02-01 00:08:45,1,1.65,-74.000297546386719,40.73516845703125,1,N,-74.003837585449219,40.716838836669922,1,8,0.5,0.5,2.79,0,0.3,12.09
1,2016-02-01 00:00:25,2016-02-01 00:10:56,1,3.70,-73.933937072753906,40.751556396484375,1,N,-73.989021301269531,40.757125854492188,1,13,0.5,0.5,2,0,0.3,16.3
2,2016-02-01 00:00:26,2016-02-01 00:04:32,3,.73,-74.003608703613281,40.751842498779297,1,N,-74.00115966796875,40.746376037597656,1,5,0.5,0.5,1.26,0,0.3,7.56
1,2016-02-01 00:00:27,2016-02-01 00:15:36,1,4.50,-73.983901977539062,40.755043029785156,1,N,-73.926780700683594,40.765972137451172,2,15.5,0.5,0.5,0,0,0.3,16.8
2,2016-02-01 00:00:27,2016-02-01 00:32:26,1,18.69,-73.781326293945313,40.646713256835938,2,N,-74.00201416015625,40.741981506347656,1,52,0,0.5,11.67,5.54,0.3,70.01
1,2016-02-01 00:00:28,2016-02-01 00:17:10,2,4.80,-74.004051208496094,40.723953247070313,1,N,-73.939468383789063,40.724033355712891,1,16.5,0.5,0.5,4.45,0,0.3,22.25
1,2016-02-01 00:00:29,2016-02-01 00:08:40,1,1.70,-73.977035522460938,40.743099212646484,1,N,-73.992683410644531,40.758529663085937,1,8.5,0.5,0.5,2.45,0,0.3,12.25
2,2016-02-01 00:00:29,2016-02-01 00:16:23,6,4.09,-73.987091064453125,40.725139617919922,1,N,-73.945716857910156,40.699569702148438,1,15,0.5,0.5,4.08,0,0.3,20.38
2,2016-02-01 00:00:31,2016-02-01 00:13:20,1,2.50,-73.993919372558594,40.735309600830078,1,N,-73.971298217773438,40.758548736572266,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,2016-02-01 00:00:31,2016-02-01 00:06:46,1,1.14,-74.00433349609375,40.752643585205078,1,N,-73.993278503417969,40.743122100830078,2,6.5,0.5,0.5,0,0,0.3,7.8
